,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
104,Product Sourcing for Professionals,Product Sourcing,[],Kane,"RE: the Product Sourcing for Professionals $397 Offer posted this past weekend, we signed up and I’m wondering, since we bought the Professional Package will our credit card be credited back the $397? Also when will we start to be able to view the 3 Videos on Modules covering: Product Discovery, Product Extraction & Product Purchasing going over the 37 steps you take before you send a purchase order to a new supplier to minimize risk of bad investment. Also, when is the next advanced sales call since that is also included? Thank you so much and we look forward to your reply(ies).",1,250,3
105,Product Sourcing for Professionals,Product Sourcing,[],Kane,Welcome to the forum. We have refunded the charge of $397 because you already own the full version of WEBS so there was no need to purchase this version. See you on the next WEBS customer call!,1,250,3
106,Product Sourcing for Professionals,Product Sourcing,[],Kane,"Hi, Trent. I bought the Product Sourcing for Professionals, and I received the link to the forum, but none of the other promised materials. I suspect that I just don’t know where to look. I tried contacting customer service and was channelled to Facebook and left a message there, but received no response. Can you help me?",1,250,3
107,Product Sourcing for Professionals,Product Sourcing,[],Kane,"Hi @Josie!
There’s usually two common issues:


You signed up to Flowster with a different email than you bought Product Sourcing for Professionals with.


You haven’t upgraded to the Standard plan: https://in.flowster.app/upgrade/account 2
(since Product Sourcing for Professionals contains 7 templates and the Free plan can only accommodate 5)


If it’s neither of those things, please contact us at Flowster Support and we’ll be able to help further 



Flowster – 10 Aug 18



Contact Us | Flowster
How can we help you? Feel free to contact us if you have any questions Get In Touch Flowster 223 NV-207 #4225 Stateline, NV 89449-4225 USA E: support@flowster.app P: +1 619.721.3220 Support We're





",1,250,3
108,Existing Ads?,Product Sourcing,['Vendor Relations'],Mitch,How do I tell if other sellers on the listing are currently running ads?,0,139,1
109,Existing Ads?,Product Sourcing,['Vendor Relations'],Mitch,"@APlusSeller One easy way to find out is to run a search for the brand name.  Typically, listings will show up in the sponsored product area if ads are being run.
If you are trying to find if a specific listing is being advertised, and it didn’t show up as a sponsored product in the brand search, you will have to run some searches using keywords from the listing.  This doesn’t guarantee you will get an answer though as they may not be winning they keyword(s) at the moment.
Also, if you do an extraction on the storefront using Jungle Scout, a little SP will show up beside the line on the extraction if ads are being run on the listing.  I believe it may only do this for the sponsored products on the page though so it may be redundant information.",0,139,1
110,Email sourcing SOP missing?,Product Sourcing,[],Mitch,"Under LEAF PRODUCT SOURCING: Step 2: Product Extractions with Tactical Arbitrage - Step 9 (Copy data to Google Spreadsheet)

We’re instructed to populate the Google URL column as it’s going to be used for the import step (Step3 of the Email Sourcing Process)

I can’t seem to find the SOP for the Email Sourcing process or is it referring to the following SOP?
SOURCING: Step 3: Importing Leads into HubSpot",0,226,5
111,Email sourcing SOP missing?,Product Sourcing,[],Mitch,"@Wayne are you asking about the SOP that walks you through sending the actual emails?
Step 2 walks you through finding leads, step 3 walks you through bringing the leads into Hubspot and step 4 tells you how to send the emails.
Does this answer your question?",0,226,5
112,Email sourcing SOP missing?,Product Sourcing,[],Mitch,"@Mitch  This is directly from the SOP for Step 2 (Product Extraction)

Populate Google Sheet URL
The final step is to copy and paste the Google Sheet URL into the column titled Google Sheet URL .
You can use Bit.ly for this step. This should be the link to the Product Extraction WEBS Spreadsheet .
We use this for the import step (Step 3 of the Email Sourcing Process). It will import into Hubspot later on. This allows us to easily locate the initial Product Extraction data while following up with the brand.

I can not find any SOP titled Email Sourcing ",0,226,5
113,Email sourcing SOP missing?,Product Sourcing,[],Mitch,"@Wayne All of the steps are part of the email sourcing process.  If you are talking about the SOP that actually shows you how to send the emails, then you are looking for step 4.
Sourcing____Folder____Flowster.png907×302 46.5 KB

You can also reference the sourcing overview to see how the process all fits together.",0,226,5
114,Email sourcing SOP missing?,Product Sourcing,[],Mitch,Thank you for the clarification ,0,226,5
115,Email sourcing SOP missing?,Product Sourcing,[],Mitch,"Your welcome @Wayne.  By the way, what do you love about WEBS?  We’d love to hear it.  Please post to our Amazon Wholesale Success Facebook group 5 and let others know about your journey.",0,226,5
116,Lack of responses,Product Sourcing,['Sourcing Brand Name Products'],Mitch,"My partners and I are having a problem with our product sourcing SOP strategy. Everything seems to be going really well, we’re finding competitors, have VA’s extract and filter to find brands. However, where we are getting hung up is contacting. We are getting close to 0 responses. We can’t figure out whether its snovio and extracting the wrong emails, or if we should be trying to email the brands directly. Or possibly our email template. Somewhere between finding the contact info via snovio and sending our email template we’re getting 0 responses.
Has anyone else experienced this problem? Do people have their VA’s find contact info or do they do so themselves? If so is snovio productive for others?",7,250,5
117,Lack of responses,Product Sourcing,['Sourcing Brand Name Products'],Mitch,I’m also having a hard time finding success in my contacting brands. I understand patience is key in the process but I’ve sent out nearly 100 emails and still haven’t had any responses.,7,250,5
118,Lack of responses,Product Sourcing,['Sourcing Brand Name Products'],Mitch,"I’m also getting no response from my campaigns @dstdllc @dstdllc.
I’m suspicious that it may be related to my website & Linkedin profile which are both a work in progress.
My email templates are also suspect because I didn’t have any to begin with. I had to write it from scratch.",7,250,5
119,Lack of responses,Product Sourcing,['Sourcing Brand Name Products'],Mitch,How did you go about determining what your issue may be? I am having a hard time even troubleshooting where I am going wrong. Is it my title? Could it be the body of the email? Am I emailing the wrong people?,7,250,5
120,Lack of responses,Product Sourcing,['Sourcing Brand Name Products'],Mitch,We have our VA find contact information and send the initial email.  We monitor personally from there.  I would say if we send out 100 emails we would get 25 replies within a day or so.  We don’t tell the brand in our initial email we are an Amazon seller.  Some brands will figure this out and others won’t initially.  We have always been honest once we get the conversation started that we sell on Amazon.  We aren’t trying to hide anything.,7,250,5
121,Lack of responses,Product Sourcing,['Sourcing Brand Name Products'],Mitch,"The contact quality is also a strong variable here.  Low quality contacts (i.e. info@, service@, cs@, etc.) should get you higher open and reply metrics but also won’t land you as many quality responses.  Sometimes these emails do get forwarded onto the right person but often not.
It is more difficult to go through and filter quality responses out from generic responses but it may be worth it to decide which contact type and strategy you wish to pursue.  If you are getting 0 responses be sure to try a couple of online domain health checkers 7 to make sure your emails aren’t going directly to spam also.",7,250,5
